region,year,opzh,vrp,real_wage_index,unemployment_rate,living_wage,capture_mass_level,emissions_mass_level
Белгородская область,2001,67.38,49941.8,118.2,6.5,,623.0,94.0
Брянская область,2001,65.05,30110.3,125.0,10.0,1258.0,535.0,41.0
Владимирская область,2001,63.56,42075.4,119.9,9.9,1328.0,18.0,41.0
Воронежская область,2001,66.17,60014.6,115.8,9.6,,59.0,60.0
Ивановская область,2001,63.18,22175.9,124.3,5.6,1497.0,34.0,36.0
Калужская область,2001,64.27,31860.0,123.7,6.0,1359.0,98.0,15.0
Костромская область,2001,63.65,22221.5,120.0,6.0,1386.0,43.0,51.0
Курская область,2001,65.87,36399.8,111.2,10.4,1456.0,42.0,21.0
Липецкая область,2001,66.53,50574.1,117.4,6.6,1254.0,1125.0,388.0
Московская область,2001,64.77,235159.6,121.8,5.5,1653.0,1150.0,172.0
Орловская область,2001,65.37,27624.8,120.8,7.9,,7.0,15.0
Рязанская область,2001,64.71,37054.3,125.4,11.2,1382.0,322.0,125.0
Смоленская область,2001,62.7,36016.3,119.0,9.9,1380.0,92.0,30.0
Тамбовская область,2001,65.93,31086.6,119.0,12.4,1302.0,17.0,25.0
Тверская область,2001,61.94,46986.4,122.8,7.8,1443.0,25.0,40.0
Тульская область,2001,63.0,52891.2,120.2,5.2,1273.0,707.0,208.0
Ярославская область,2001,64.22,61149.6,120.7,7.1,,177.0,89.0
г. Москва,2001,67.4,1370182.8,124.0,2.1,2385.0,150.0,94.0
Республика Карелия,2001,62.96,33721.2,109.8,8.7,,166.0,139.0
Республика Коми,2001,64.79,78276.5,117.5,14.0,1989.0,461.0,688.0
Архангельская область,2001,63.87,67274.7,116.6,8.8,1806.0,909.0,296.0
Вологодская область,2001,64.37,65425.3,116.0,8.9,,1615.0,476.0
Калининградская область,2001,63.0,32327.2,121.6,9.6,1774.0,26.0,43.0
Ленинградская область,2001,61.99,75858.6,120.7,6.9,,2787.0,182.0
Мурманская область,2001,65.87,57569.3,114.4,12.8,2359.0,1755.0,369.0
Новгородская область,2001,62.32,27501.0,117.7,6.4,,57.0,50.0
Псковская область,2001,61.58,19416.9,118.2,10.3,1345.0,4.0,20.0
г. Санкт-Петербург,2001,66.19,251654.4,119.9,3.9,,182.0,57.0
Республика Адыгея,2001,68.77,6641.8,114.0,14.1,1292.0,4.0,4.0
Республика Калмыкия,2001,66.32,6732.0,123.3,19.1,1399.0,3.0,5.0
Краснодарский край,2001,67.0,179177.5,118.7,10.7,1400.0,486.0,104.0
Астраханская область,2001,65.18,32274.3,116.0,10.5,1585.0,193.0,107.0
Волгоградская область,2001,65.88,82919.7,116.0,9.8,,427.0,376.0
Ростовская область,2001,66.23,118762.5,125.3,12.9,1384.0,833.0,189.0
Республика Дагестан,2001,71.56,31544.0,114.5,28.8,1333.0,4.0,27.0
Республика Ингушетия,2001,74.6,3604.3,109.3,34.9,1753.0,0.5,2.0
Кабардино-Балкарская Республика,2001,67.96,19443.3,113.3,16.8,,2.0,2.0
Карачаево-Черкесская Республика,2001,69.38,7324.8,121.5,18.6,1212.0,172.0,11.0
Республика Северная Осетия - Алания,2001,69.43,12665.3,121.4,16.7,1237.0,191.0,11.0
Ставропольский край,2001,67.75,67860.4,120.4,9.8,1389.0,100.0,76.0
Республика Башкортостан,2001,66.68,166974.8,120.6,10.7,1353.0,674.0,506.0
Республика Марий Эл,2001,64.58,15087.8,116.3,9.4,1324.0,11.0,23.0
Республика Мордовия,2001,67.38,22089.5,117.1,10.5,1343.0,339.0,50.0
Республика Татарстан,2001,67.63,213740.0,120.3,6.3,,221.0,260.0
Удмуртская Республика,2001,65.26,65551.4,119.8,7.5,1383.0,55.0,146.0
Чувашская Республика,2001,66.36,30778.5,117.4,9.6,1294.0,50.0,51.0
Кировская область,2001,65.88,41699.0,114.0,7.7,1502.0,138.0,85.0
Нижегородская область,2001,64.92,149322.6,120.7,8.3,1446.0,177.0,182.0
Оренбургская область,2001,65.21,85168.3,111.0,8.5,,635.0,500.0
Пензенская область,2001,66.54,33262.6,114.6,13.9,,28.0,18.0
Самарская область,2001,64.73,180049.3,118.8,6.0,1661.0,588.0,313.0
Саратовская область,2001,65.42,83665.7,115.9,10.0,1535.0,258.0,113.0
Ульяновская область,2001,65.99,38563.6,107.5,9.0,1367.0,187.0,43.0
Курганская область,2001,64.95,25379.6,113.7,13.3,1496.0,132.0,91.0
Свердловская область,2001,64.72,199859.1,114.1,7.7,1703.0,9209.0,1407.0
Тюменская область,2001,66.73,753119.2,122.0,10.4,,27.0,2381.0
Челябинская область,2001,65.08,142461.9,110.9,8.7,1620.0,4016.0,984.0
Республика Алтай,2001,62.37,4499.4,124.2,9.7,1445.0,2.0,9.0
Республика Тыва,2001,56.48,5197.2,125.9,23.9,,34.0,26.0
Республика Хакасия,2001,63.57,20041.0,113.4,8.8,1703.0,185.0,96.0
Алтайский край,2001,66.3,61854.4,110.3,9.9,1339.0,809.0,255.0
Красноярский край,2001,63.34,239420.0,110.5,9.7,,8628.0,2589.0
Иркутская область,2001,61.82,120240.0,112.9,10.9,1743.0,2654.0,505.0
Кемеровская область,2001,62.77,113800.2,112.6,10.0,1671.0,4457.0,1225.0
Новосибирская область,2001,66.26,95298.9,121.1,12.4,1702.0,806.0,198.0
Омская область,2001,66.65,61535.7,130.7,10.0,1439.0,1953.0,238.0
Томская область,2001,65.49,57041.1,125.7,9.8,1559.0,272.0,255.0
Республика Бурятия,2001,62.47,30075.1,115.3,18.5,,373.0,101.0
Республика Саха (Якутия),2001,64.37,100922.4,114.9,8.2,,316.0,130.0
Приморский край,2001,64.37,72826.1,114.5,8.6,,4117.0,352.0
Хабаровский край,2001,63.02,79891.5,114.8,10.3,,840.0,149.0
Амурская область,2001,62.43,39052.8,118.5,12.2,1889.0,249.0,92.0
Магаданская область,2001,65.06,17151.6,110.9,11.7,,71.0,37.0
Сахалинская область,2001,62.73,47140.1,112.2,12.0,,404.0,100.0
Еврейская автономная область,2001,62.27,4788.9,117.7,9.5,1799.0,122.0,20.0
Чукотский автономный округ,2001,62.54,6944.6,132.7,7.4,,31.0,32.0
Белгородская область,2002,67.53,62404.4,119.2,8.2,1576.0,723.0,100.0
Брянская область,2002,64.07,37374.1,123.9,8.5,1540.0,491.0,42.0
Владимирская область,2002,62.79,50359.9,119.8,10.3,1546.0,17.0,37.0
Воронежская область,2002,66.07,83001.1,117.0,8.9,1693.0,44.0,47.0
Ивановская область,2002,62.12,26981.3,126.2,6.8,1848.0,36.0,42.0
Калужская область,2002,64.26,37283.1,117.2,6.6,1771.0,95.0,14.0
Костромская область,2002,62.88,25952.9,118.6,5.0,1701.0,87.0,47.0
Курская область,2002,65.34,45309.4,120.2,7.3,1762.0,33.0,19.0
Липецкая область,2002,66.34,70590.5,113.0,4.9,1480.0,1217.0,407.0
Московская область,2002,64.89,312950.0,117.8,4.3,2115.0,1169.0,176.0
Орловская область,2002,65.5,35657.4,117.7,6.7,,46.0,14.0
Рязанская область,2002,64.21,45797.5,123.4,8.1,1629.0,274.0,121.0
Смоленская область,2002,61.96,42166.1,121.1,11.1,1694.0,97.0,35.0
Тамбовская область,2002,65.34,38897.8,127.6,9.7,1509.0,14.0,23.0
Тверская область,2002,61.52,55732.6,122.1,4.8,1808.0,25.0,50.0
Тульская область,2002,62.94,65416.3,117.6,6.1,1496.0,606.0,169.0
Ярославская область,2002,63.34,75313.4,117.7,3.8,1783.0,153.0,89.0
г. Москва,2002,67.43,1767476.7,108.8,1.4,2918.0,132.0,93.0
Республика Карелия,2002,62.2,41362.4,119.2,7.9,2054.0,165.0,138.0
Республика Коми,2002,63.39,86019.4,109.1,9.1,2404.0,433.0,664.0
Архангельская область,2002,63.26,83158.8,114.5,8.1,2217.0,746.0,276.0
Вологодская область,2002,63.77,80731.9,111.8,6.0,1859.0,1594.0,474.0
Калининградская область,2002,62.29,40120.3,125.0,7.1,1930.0,7.0,35.0
Ленинградская область,2002,61.82,94747.0,120.1,7.0,1899.0,2806.0,181.0
Мурманская область,2002,65.58,68445.4,110.9,10.2,2996.0,1597.0,333.0
Новгородская область,2002,61.86,31466.8,120.2,6.3,1791.0,56.0,50.0
Псковская область,2002,61.09,24098.9,122.6,8.2,1571.0,5.0,19.0
г. Санкт-Петербург,2002,66.41,336692.3,127.2,3.4,2291.0,144.0,54.0
Республика Адыгея,2002,68.76,7909.9,123.3,13.5,1449.0,7.0,3.0
Республика Калмыкия,2002,65.79,7272.3,122.6,18.1,1637.0,2.0,3.0
Краснодарский край,2002,66.8,217727.6,115.9,7.6,1676.0,463.0,108.0
Астраханская область,2002,65.16,40994.9,113.8,11.1,1746.0,12.0,117.0
Волгоградская область,2002,66.19,104341.2,110.2,8.4,1693.0,399.0,226.0
Ростовская область,2002,66.23,140773.3,119.9,11.3,1715.0,711.0,164.0
Республика Дагестан,2002,71.43,41441.0,136.6,23.9,1505.0,6.0,32.0
Республика Ингушетия,2002,74.82,3582.1,127.5,44.0,1897.0,0.5,2.0
Кабардино-Балкарская Республика,2002,68.31,22774.5,120.8,18.7,1517.0,2.0,2.0
Карачаево-Черкесская Республика,2002,69.21,10234.5,125.8,12.0,1508.0,201.0,13.0
Республика Северная Осетия - Алания,2002,69.11,15997.5,127.3,12.5,1445.0,180.0,9.0
Ставропольский край,2002,67.0,80534.5,116.2,9.6,1680.0,101.0,76.0
Республика Башкортостан,2002,66.08,187842.2,114.5,8.3,1574.0,753.0,435.0
Республика Марий Эл,2002,64.01,17815.3,126.2,13.8,1562.0,8.0,21.0
Республика Мордовия,2002,66.72,27508.0,126.0,9.4,1680.0,334.0,48.0
Республика Татарстан,2002,67.55,250596.0,109.1,5.3,1599.0,253.0,253.0
Удмуртская Республика,2002,64.34,78346.3,112.6,7.9,1687.0,43.0,189.0
Чувашская Республика,2002,66.05,37180.6,120.5,9.5,1621.0,44.0,54.0
Кировская область,2002,64.38,49974.2,120.9,6.9,1757.0,129.0,81.0
Нижегородская область,2002,64.45,170826.5,116.3,7.8,1727.0,187.0,189.0
Оренбургская область,2002,65.1,94182.5,112.6,10.3,1666.0,609.0,579.0
Пензенская область,2002,66.01,41623.4,125.8,7.4,1677.0,36.0,18.0
Самарская область,2002,65.5,206320.2,114.5,5.4,1977.0,515.0,312.0
Саратовская область,2002,65.8,97326.4,121.2,7.5,1831.0,259.0,107.0
Ульяновская область,2002,65.29,45677.0,119.8,6.1,1702.0,208.0,41.0
Курганская область,2002,64.47,29940.8,116.3,10.7,1816.0,98.0,89.0
Свердловская область,2002,64.1,234866.4,119.2,8.4,2034.0,7488.0,1221.0
Тюменская область,2002,66.87,898722.4,102.4,8.7,,30.0,3359.0
Челябинская область,2002,64.75,172446.4,113.7,6.4,1833.0,3534.0,903.0
Республика Алтай,2002,61.32,5310.6,141.7,11.5,1812.0,2.0,12.0
Республика Тыва,2002,55.04,6847.4,142.8,20.5,1956.0,27.0,25.0
Республика Хакасия,2002,62.41,25423.3,116.5,8.0,1949.0,169.0,90.0
Алтайский край,2002,65.66,73107.4,120.2,8.3,1514.0,666.0,244.0
Красноярский край,2002,63.37,230994.9,106.0,7.7,2084.0,8902.0,2472.0
Иркутская область,2002,61.51,140195.9,120.0,11.0,2066.0,2759.0,487.0
Кемеровская область,2002,62.41,136156.7,111.1,9.3,2010.0,4679.0,1240.0
Новосибирская область,2002,65.8,123084.5,122.1,11.4,2086.0,816.0,196.0
Омская область,2002,66.09,92628.7,133.1,9.5,1782.0,1881.0,244.0
Томская область,2002,64.83,75547.0,110.6,11.1,1980.0,244.0,294.0
Республика Бурятия,2002,62.13,37884.5,128.5,15.4,2024.0,528.0,102.0
Республика Саха (Якутия),2002,64.81,115117.1,119.0,7.1,3091.0,315.0,131.0
Приморский край,2002,64.07,96832.3,119.1,8.9,2603.0,2768.0,301.0
Хабаровский край,2002,62.6,101048.6,116.9,6.7,,971.0,153.0
Амурская область,2002,62.2,45717.5,126.8,11.0,2209.0,277.0,90.0
Магаданская область,2002,65.75,22374.8,116.1,8.2,,63.0,37.0
Сахалинская область,2002,62.84,47139.8,119.6,9.5,3351.0,350.0,87.0
Еврейская автономная область,2002,61.6,6838.5,126.7,9.1,2200.0,127.0,29.0
Чукотский автономный округ,2002,65.43,10155.4,127.7,4.6,,38.0,28.0
Белгородская область,2003,68.26,76054.5,114.6,8.2,1714.0,763.0,98.0
Брянская область,2003,64.62,43700.3,110.6,7.4,1757.0,742.0,55.0
Владимирская область,2003,63.18,61818.6,109.7,10.1,1857.0,21.0,33.0
Воронежская область,2003,66.19,100143.3,121.8,8.1,1810.0,40.0,47.0
Ивановская область,2003,62.42,33214.6,109.0,6.6,2065.0,31.0,42.0
Калужская область,2003,64.56,48792.7,112.2,6.2,2066.0,95.0,13.0
Костромская область,2003,62.39,29692.1,110.8,6.2,1952.0,74.0,49.0
Курская область,2003,65.35,56383.1,119.8,8.5,2164.0,33.0,20.0
Липецкая область,2003,65.85,96241.9,113.3,4.4,1703.0,1522.0,396.0
Московская область,2003,65.26,412089.3,110.5,4.4,2380.0,1099.0,171.0
Орловская область,2003,65.23,42073.3,103.1,7.8,1728.0,10.0,15.0
Рязанская область,2003,63.91,59607.2,113.7,8.3,1918.0,237.0,120.0
Смоленская область,2003,62.34,49085.7,109.1,10.8,1925.0,121.0,37.0
Тамбовская область,2003,65.47,46877.7,115.0,9.0,1683.0,13.0,25.0
Тверская область,2003,61.53,68805.3,112.6,6.6,2061.0,20.0,51.0
Тульская область,2003,63.03,72258.0,109.3,5.3,1784.0,872.0,153.0
Ярославская область,2003,63.46,92073.4,112.4,5.7,1958.0,81.0,86.0
г. Москва,2003,69.64,2188231.5,119.3,1.3,3208.0,121.0,97.0
Республика Карелия,2003,60.81,46588.9,106.7,8.4,2425.0,164.0,132.0
Республика Коми,2003,61.67,107149.0,104.5,11.9,2823.0,383.0,631.0
Архангельская область,2003,62.11,103951.3,110.8,9.9,2505.0,747.0,296.0
Вологодская область,2003,62.47,107544.6,108.3,4.7,2026.0,1140.0,445.0
Калининградская область,2003,61.68,46757.7,111.9,7.6,2346.0,6.0,35.0
Ленинградская область,2003,61.74,121222.3,106.0,8.7,2185.0,1426.0,184.0
Мурманская область,2003,63.2,80604.1,101.5,10.2,3377.0,1698.0,318.0
Новгородская область,2003,60.84,38081.7,111.8,5.0,2053.0,54.0,50.0
Псковская область,2003,60.86,29488.4,114.8,8.1,1820.0,7.0,18.0
г. Санкт-Петербург,2003,66.49,409638.5,104.8,4.2,2601.0,70.0,60.0
Республика Адыгея,2003,67.51,9849.3,110.1,15.9,1665.0,7.0,2.0
Республика Калмыкия,2003,66.18,6539.5,102.2,17.5,1756.0,0.9,3.0
Краснодарский край,2003,67.33,248565.5,105.7,10.2,1910.0,434.0,115.0
Астраханская область,2003,65.36,50659.8,109.5,10.1,1949.0,13.0,118.0
Волгоградская область,2003,66.43,128622.2,113.7,11.0,1821.0,410.0,224.0
Ростовская область,2003,66.47,171849.0,109.6,12.6,1961.0,672.0,149.0
Республика Дагестан,2003,72.33,57626.7,117.3,20.6,1694.0,5.0,26.0
Республика Ингушетия,2003,75.13,4756.6,111.8,55.6,2026.0,0.2,1.0
Кабардино-Балкарская Республика,2003,68.7,25997.4,111.3,22.6,1624.0,2.0,2.0
Карачаево-Черкесская Республика,2003,68.1,11481.1,111.1,19.2,1740.0,260.0,14.0
Республика Северная Осетия - Алания,2003,68.47,18925.2,102.1,10.2,1535.0,169.0,8.0
Ставропольский край,2003,67.14,101382.6,108.3,10.5,1962.0,106.0,73.0
Республика Башкортостан,2003,66.39,242920.5,105.5,8.1,1780.0,666.0,462.0
Республика Марий Эл,2003,63.99,22987.3,114.5,12.0,1748.0,8.0,25.0
Республика Мордовия,2003,66.28,33244.0,118.0,7.4,1821.0,492.0,42.0
Республика Татарстан,2003,67.84,305086.1,104.7,6.7,1764.0,289.0,270.0
Удмуртская Республика,2003,64.34,89034.5,110.5,6.7,1979.0,50.0,193.0
Чувашская Республика,2003,66.09,45133.1,114.4,8.5,1764.0,31.0,53.0
Кировская область,2003,63.71,57795.8,109.6,7.3,2021.0,90.0,74.0
Нижегородская область,2003,64.03,206926.0,105.0,6.2,2085.0,272.0,168.0
Оренбургская область,2003,65.35,115824.6,111.3,11.4,1856.0,631.0,640.0
Пензенская область,2003,65.67,48111.5,122.7,9.0,1800.0,33.0,21.0
Самарская область,2003,65.59,256554.6,107.3,4.4,2246.0,555.0,322.0
Саратовская область,2003,65.46,119909.0,114.5,10.6,2021.0,293.0,109.0
Ульяновская область,2003,65.25,55184.3,109.8,7.3,1875.0,213.0,41.0
Курганская область,2003,63.87,37046.2,112.8,9.4,2081.0,71.0,67.0
Свердловская область,2003,63.97,284576.3,111.6,7.6,2173.0,7997.0,1265.0
Тюменская область,2003,66.07,1117514.4,107.6,8.3,,37.0,3421.0
Челябинская область,2003,64.78,220185.2,113.0,5.9,2046.0,3782.0,910.0
Республика Алтай,2003,60.24,6903.9,109.3,10.2,2103.0,3.0,11.0
Республика Тыва,2003,54.31,8121.2,112.3,20.7,2336.0,44.0,30.0
Республика Хакасия,2003,60.75,28969.2,110.4,10.5,2169.0,183.0,93.0
Алтайский край,2003,66.05,88733.3,108.0,12.1,1823.0,820.0,248.0
Красноярский край,2003,63.03,272727.0,99.6,11.1,2579.0,9201.0,2480.0
Иркутская область,2003,60.68,167927.1,106.5,11.7,2428.0,2886.0,520.0
Кемеровская область,2003,61.86,164903.1,109.6,9.8,2157.0,4256.0,1208.0
Новосибирская область,2003,65.83,153798.9,109.5,11.1,2317.0,893.0,206.0
Омская область,2003,66.01,115029.5,112.7,9.5,2012.0,1863.0,237.0
Томская область,2003,64.44,97084.3,110.2,13.9,2481.0,281.0,336.0
Республика Бурятия,2003,61.25,52253.7,111.4,16.9,2371.0,474.0,86.0
Республика Саха (Якутия),2003,63.96,132964.1,106.0,9.3,3677.0,374.0,134.0
Приморский край,2003,63.07,119333.7,112.5,8.1,2924.0,2824.0,303.0
Хабаровский край,2003,61.85,116318.1,113.0,6.2,3092.0,1014.0,158.0
Амурская область,2003,61.26,53199.9,110.7,10.2,2636.0,255.0,90.0
Магаданская область,2003,63.03,24325.9,115.0,10.1,3562.0,61.0,34.0
Сахалинская область,2003,61.44,63139.2,116.4,9.3,3887.0,377.0,87.0
Еврейская автономная область,2003,60.8,8564.6,110.6,6.5,2593.0,138.0,30.0
Чукотский автономный округ,2003,59.1,13501.1,109.2,4.8,,38.0,38.0
Белгородская область,2004,68.17,114409.3,106.1,5.9,2019.0,865.0,99.0
Брянская область,2004,64.16,51003.4,112.2,8.8,2000.0,735.0,53.0
Владимирская область,2004,62.85,74207.0,104.2,9.1,2177.0,9.0,29.0
Воронежская область,2004,66.13,117197.6,109.5,8.6,2109.0,60.0,53.0
Ивановская область,2004,62.37,40159.4,110.4,4.6,2365.0,30.0,42.0
Калужская область,2004,64.46,57993.8,111.5,6.3,2307.0,107.0,12.0
Костромская область,2004,62.64,37787.4,107.1,5.9,2212.0,86.0,48.0
Курская область,2004,64.95,76506.1,111.4,7.5,2334.0,29.0,27.0
Липецкая область,2004,65.69,141778.3,111.0,4.2,1963.0,1221.0,387.0
Московская область,2004,65.57,535204.4,109.7,3.7,2817.0,1047.0,163.0
Орловская область,2004,65.02,46042.3,110.6,5.9,1980.0,5.0,13.0
Рязанская область,2004,64.14,69996.0,110.4,5.8,2192.0,269.0,119.0
Смоленская область,2004,62.27,56113.9,106.7,9.1,2165.0,138.0,30.0
Тамбовская область,2004,65.57,56775.0,110.7,9.7,2016.0,11.0,26.0
Тверская область,2004,61.63,88081.5,112.7,5.3,2361.0,19.0,46.0
Тульская область,2004,63.02,88119.6,108.5,4.6,2108.0,876.0,143.0
Ярославская область,2004,63.77,112438.7,111.6,4.7,2255.0,69.0,94.0
г. Москва,2004,70.77,2853272.4,112.1,1.6,3703.0,79.0,91.0
Республика Карелия,2004,61.58,53964.1,109.6,7.3,2784.0,149.0,136.0
Республика Коми,2004,62.21,131588.0,106.0,12.4,3229.0,371.0,660.0
Архангельская область,2004,62.33,142564.7,112.9,7.2,2866.0,959.0,336.0
Вологодская область,2004,62.78,161378.6,114.2,6.3,2354.0,1465.0,464.0
